"","G","A","RepoUrl","Dataset","Cloned","LastCommitDate","Commits","Branches","Tags","Committers","CommitID","RootPOM","Compile","Test1","Tests","Test2"
"1","52North","SOS","https://github.com/52North/SOS.git","test","true","WedDec1106:55:232019+0000",4714,1,84,21,"b03788d9d58cfc1b6940f0c7fde27795f013f516","true","true","true",0,"true"
"2","52North","SOS","https://github.com/52North/SOS.git","test","true","WedDec1106:55:232019+0000",4714,1,84,21,"b03788d9d58cfc1b6940f0c7fde27795f013f516","true","true","true",0,"true"
"3","AdamBien","javaee8-essentials-archetype","https://github.com/AdamBien/javaee8-essentials-archetype.git","test","true","WedJul3108:41:302019-0400",31,1,4,2,"5feee5e3f2f174598896e12af43486005f46bfe1","true","true","true",0,"true"
"4","adamcin","oakpal","https://github.com/adamcin/oakpal.git","test","true","TueNov517:39:202019-0800",630,1,40,3,"a355dadd9da5e3bf54d446837eac0c233d4e45aa","true","true","true",0,"true"
"5","adminfaces","admin-starter-persistence-archetype","https://github.com/adminfaces/admin-starter-persistence-archetype.git","test","true","WedJun511:48:202019-0300",32,1,5,3,"d7a4d580cf9f85ad64a5cf047b550bd70cdb7f79","true","true","true",0,"true"
"6","adorsys","docusafe2","https://github.com/adorsys/docusafe2.git","test","true","SatNov3016:54:062019+0100",1653,1,27,32,"117441aab65f0b8de7989800c626e4999380ac73","true","true","false",NA,NA
"7","adorsys","keycloak-config-cli","https://github.com/adorsys/keycloak-config-cli.git","test","true","SunNov2420:57:182019+0100",189,1,42,4,"bb3962dd6a31b5dc05cab308ea6b2a4dee592ab8","true","true","true",19,"true"
"8","adorsys","keycloak-user-secret-adapter","https://github.com/adorsys/keycloak-user-secret-adapter.git","test","true","FriSep2015:13:262019+0200",54,1,11,5,"5f4b80cdb62dba14de24b5f18f4214d31ac4caa6","true","true","true",0,"true"
"9","adorsys","multibanking","https://github.com/adorsys/multibanking.git","test","true","MonDec912:21:412019+0100",1691,1,219,37,"0282e965e9aecba29d21fd6e79f5e910b08e2532","true","true","true",31,"true"
"10","adorsys","pushit","https://github.com/adorsys/pushit.git","test","true","ThuJun3017:29:282016+0200",42,1,3,4,"cab3504a1b4f030ba061ffc92b7cf1506486e856","true","true","true",0,"true"
"11","adorsys","pushit","https://github.com/adorsys/pushit.git","test","true","ThuJun3017:29:282016+0200",42,1,3,4,"cab3504a1b4f030ba061ffc92b7cf1506486e856","true","true","true",0,"true"
"12","adorsys","secure-token-service","https://github.com/adorsys/secure-token-service.git","test","true","TueNov2616:49:352019+0100",434,1,82,14,"7bead1a142359538f37dd72d637f86dfad771e11","true","true","false",NA,NA
"13","adorsys","smartanalytics","https://github.com/adorsys/smartanalytics.git","test","true","WedNov2010:47:572019+0100",206,1,59,6,"3f56d3635aa8bc7c56aa2cc742177232070d3fa7","true","true","true",140,"true"
"14","adorsys","xs2a","https://github.com/adorsys/xs2a.git","test","true","FriDec616:07:112019+0200",8244,1,95,96,"33a23ae8a65e9bf439301bbb38f95e3f6e5378f4","true","true","true",86,"true"
"15","adorsys","xs2a-adapter","https://github.com/adorsys/xs2a-adapter.git","test","true","TueDec1013:49:532019+0200",883,1,5,18,"de152c7835acc07c172873ed0a71b68c24acbe2c","true","true","true",152,"true"
"16","adorsys","xs2a-gateway","https://github.com/adorsys/xs2a-gateway.git","test","true","TueDec1013:49:532019+0200",883,1,5,18,"de152c7835acc07c172873ed0a71b68c24acbe2c","true","true","true",152,"true"
"17","aerogear","aerogear-unifiedpush-server","https://github.com/aerogear/aerogear-unifiedpush-server.git","test","true","WedDec416:57:532019-0500",3871,1,57,80,"a2d5d75f4a495bdfa3e7627c36b6639a5c908f92","true","true","false",NA,NA
"18","aicis","fresco","https://github.com/aicis/fresco.git","test","true","MonOct2115:17:212019+0200",3754,1,8,42,"de87b92eed7e3299adefdad58163ec8f49bce9d7","true","true","true",991,"true"
"19","AKSW","RDFUnit","https://github.com/AKSW/RDFUnit.git","test","true","WedJul1009:20:002019+0300",2036,1,60,33,"63b5f57d13425a86113a368ba3dbc14dee839c7d","true","true","true",0,"true"
"20","alainsahli","confluence-publisher","https://github.com/alainsahli/confluence-publisher.git","test","true","SatNov1618:55:322019+0100",489,1,8,14,"f0fa6f53e4c43129bf6465f82d9c3d5ead20416f","true","true","false",NA,NA
"21","alexec","docker-java","https://github.com/alexec/docker-java.git","test","true","FriJul1521:22:552016+0100",1538,1,32,129,"fa0a69a3dbee6a940a21e77e6868ac95f7fbd660","true","true","true",231,"true"
"22","alexec","docker-java-orchestration","https://github.com/alexec/docker-java-orchestration.git","test","true","SunJul215:38:432017-0400",657,1,68,35,"e99c8740af72259470474b1398f41a18464e5cf5","true","true","true",57,"true"
"23","amihaiemil","comdor","https://github.com/amihaiemil/comdor.git","test","true","FriDec2114:31:402018+0200",149,1,2,6,"25f6a759d51ffe6aa88619f0273a2773a08cd00a","true","true","true",75,"true"
"24","amoAHCP","vxms","https://github.com/amoAHCP/vxms.git","test","true","ThuOct2417:53:362019+0200",363,1,2,5,"37da942c41e001f6936c060995c66e56a8e182c8","true","true","true",258,"true"
"25","AmyAssist","Amy","https://github.com/AmyAssist/Amy.git","test","true","ThuNov1410:33:442019+0100",2632,1,8,27,"fb9c9999bc23bf7af35c14a114d3c8f26b7c8620","true","true","false",NA,NA
"26","andrewgaul","s3proxy","https://github.com/andrewgaul/s3proxy.git","test","true","SunNov1012:57:582019+0900",791,1,16,31,"8eb91ad359cc3e44254a02205eddabd82717e57f","true","true","true",0,"true"
"27","apache","incubator-plc4x","https://github.com/apache/incubator-plc4x.git","test","true","WedDec1117:39:422019+0100",3027,1,13,53,"59cd9d3839dcb6083350144802142360182c59c1","true","true","true",0,"true"
"28","apache","juneau","https://github.com/apache/juneau.git","test","true","WedNov2710:18:182019-0500",1829,1,40,25,"2a1831beb34236fd7d6bfce086f21e6c1ef0a2c6","true","true","true",0,"true"
"29","apache","plc4x","https://github.com/apache/plc4x.git","test","true","SunDec817:56:242019+0100",3015,1,13,53,"59cd9d3839dcb6083350144802142360182c59c1","true","true","true",0,"true"
"30","apersonw","rxjava","https://github.com/apersonw/rxjava.git","test","true","WedNov611:32:502019+0800",203,1,7,7,"eb58f1af6a6325fcf9d5dcd0886a542ce8952570","true","true","true",0,"true"
"31","arminbalalaie","SpiderSilk","https://github.com/arminbalalaie/SpiderSilk.git","test","true","WedMay109:59:512019-0700",155,1,2,1,"d9ea5c804ff464192fde446103e8b215ef323fb5","true","true","false",NA,NA
"32","ArqiSoft","system-java","https://github.com/ArqiSoft/system-java.git","test","true","WedAug1407:19:392019-0400",11,1,0,1,"3ca197cb3cc10396647b4fc8719d96a6c0c6f813","true","true","false",NA,NA
"33","arquillian","arquillian-cube-q","https://github.com/arquillian/arquillian-cube-q.git","test","true","TueMay720:33:182019+0200",106,1,3,9,"1d7566f3588855c25729274f3f53cf1a345ef0ce","true","true","false",NA,NA
"34","automate-website","jwebrobot","https://github.com/automate-website/jwebrobot.git","test","true","SunFeb1722:04:382019+0100",443,1,40,8,"02836f18109c74177767e25600f8f801474d6345","true","true","true",0,"true"
"35","automate-website","shell","https://github.com/automate-website/shell.git","test","true","MonDec1800:45:022017+0100",33,1,1,2,"848f581550485efd38ce3a8171482a88188bf286","true","true","true",10,"true"
"36","awslabs","amazon-kinesis-video-streams-producer-sdk-java","https://github.com/awslabs/amazon-kinesis-video-streams-producer-sdk-java.git","test","true","WedJul1001:30:242019+0000",44,1,15,10,"026f890c7b8975e423c859062a807220e290bd23","true","true","true",6,"true"
"37","Azure","azure-libraries-for-java","https://github.com/Azure/azure-libraries-for-java.git","test","true","TueDec1017:50:562019+0800",839,1,46,52,"ebaf5ade2d4677aa83c0e1cd5029ff5d1c220ab9","true","true","false",NA,NA
"38","BaseXdb","basex","https://github.com/BaseXdb/basex.git","test","true","MonDec917:18:452019+0100",11974,1,72,131,"3e458a685cae64ffa6ba67fbec3d540448d24ce9","true","true","true",0,"true"
"39","beingcoder","openapi-generator","https://github.com/beingcoder/openapi-generator.git","test","true","MonDec2417:46:422018+0800",11760,1,16,1238,"2353d71d4b02be6dbabe25aac1a9e56eb3b812a2","true","true","true",0,"true"
"40","binfalse","CaRoWeb","https://github.com/binfalse/CaRoWeb.git","test","true","MonJun2412:21:122019+0200",15,1,0,1,"ddfda15292bfdb34cc449bea118f0e4fc4433fab","true","true","true",0,"true"
